DOCUMENT_NBR,CRASH_YR,NLF_ROUTE_TYPE_CD,ODOT_LATITUDE_NBR,ODOT_LONGITUDE_NBR,SEVERITY_BY_TYPE_CD,ODPS_TOTAL_FATALITIES_NBR,INCAPAC_INJURIES_NBR,NON_INCAPAC_INJURIES_NBR,POSSIBLE_INJURIES_NBR,NO_INJURY_REPORTED_NBR,UNRESTRAIN_OCCUPANTS,NUMBER_OF_UNITS_NBR,CRASH_TYPE_CD,FHWA_RDWY_DEPARTURE_IND,ODOT_INTERSECTION_REL_IND,ODOT_CRASH_LOCATION_CD,FACILITY_TYPE_CD,FUNCTIONAL_CLASS_CD,ODOT_DIV_UNDIV_IND,ODOT_LANES_NBR,FREEWAY_IND,INTERSTATE_IND,ODOT_MAINTAINED_HWY_IND,MAINTENANCE_AUTHORITY_CD,ODOT_CITY_VILLAGE_TWP_NME,CRASH_DT,MONTH_OF_CRASH,TIME_OF_CRASH,DAY_IN_WEEK_CD,WEATHER_COND_CD,ROAD_COND_PRIMARY_CD,ROAD_COND_SECONDARY_CD,LIGHT_COND_PRIMARY_CD,ROAD_CONTOUR_CD,ODPS_ALCOHOL_IND,ODPS_DRUG_IND,ODPS_SCHOOL_ZONE_IND,ODPS_MOTORCYCLE_IND,ODPS_SPEED_IND,ODPS_SENIOR_DRIVER_IND,ODPS_WORK_ZONE_IND,ODPS_LOC_IN_WORK_ZONE_CD,ODPS_TYPE_OF_WORK_ZONE_CD,ODOT_YOUNG_DRIVER_IND,DISTRACTED_DRIVER_IND,ODPS_CITY_VILLAGE_TWP_NME,ODPS_LOC_ROAD_NME,U1_AGE_NBR,U1_GENDER_CD,U1_ALCOH_DRUG_SUSPCTD_CD,U1_DISTRACTED_BY_1_CD,U1_DISTRACTED_BY_2_CD,U2_ODPS_UNIT_NBR,U2_DIRECTION_FROM_CD,U2_DIRECTION_TO_CD,U2_TURN_CD,U2_TRAFFIC_CONTROL_CD,U2_TYPE_OF_UNIT_CD,U2_SPECIAL_FUNCTION_CD,U2_UNIT_SPEED_NBR,U2_POSTED_SPEED_NBR,U2_PRECRASH_ACTION_CD,U2_CONT_CIR_PRIMARY_CD,U2_CONT_CIR_SECONDARY_CD,U2_SEQ_OF_EVENTS_1_CD,U2_SEQ_OF_EVENTS_2_CD,U2_SEQ_OF_EVENTS_3_CD,U2_SEQ_OF_EVENTS_4_CD,U2_SEQ_OF_EVENTS_5_CD,U2_SEQ_OF_EVENTS_6_CD,U2_NON_MOTORIST_LOC_CD,U2_AGE_NBR,U2_GENDER_CD,U2_ALCOH_DRUG_SUSPCTD_CD,U2_DISTRACTED_BY_1_CD,U2_DISTRACTED_BY_2_CD
20166067113,2016,CR,39.9334,-83.056285,1,0,0,0,0,2,0,2,Rear End,N,Y,3,,5,N,2,N,N,N,4,COLUMBUS,5/20/2016,5,2313,6,4,2,0,4,1,0,0,0,0,1,0,0,0,0,N,N,COLUMBUS,EAKIN,,U,1,1,1,2,4,3,NT,1,3,1,35,35,1,1,,20,,,,,,,30,M,1,1,1
20166067114,2016,MR,39.975293,-82.980575,1,0,0,0,0,1,1,1,Backing,Y,Y,2,,7,N,4,N,N,N,4,COLUMBUS,5/25/2016,5,15,4,1,1,0,4,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,OLD LEONARD,30,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166067115,2016,CR,39.944987,-83.038606,1,0,0,0,0,2,0,2,Rear End,N,N,1,,4,N,4,N,N,N,4,COLUMBUS,5/19/2016,5,1625,5,1,1,0,1,1,0,0,0,1,0,0,0,0,0,N,N,COLUMBUS,MOUND,,U,1,1,1,2,3,4,NT,12,2,1,2,25,11,1,,20,,,,,,,46,M,1,1,1
20166067116,2016,CR,39.942606,-83.095213,1,0,0,0,0,2,0,2,Sideswipe - passing,N,N,1,,4,N,4,N,N,N,4,COLUMBUS,5/22/2016,5,2130,1,1,1,0,4,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,SULLIVANT,,M,1,1,1,2,3,4,NT,12,3,1,30,35,1,1,,20,,,,,,,57,M,1,1,1
20166067981,2016,MR,39.897077,-82.977498,1,0,0,0,0,2,0,2,Backing,N,N,1,,7,N,2,N,N,N,4,COLUMBUS,5/25/2016,5,1658,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,HILOCK,52,F,1,1,1,2,3,4,NT,1,3,1,,25,11,1,,20,,,,,,,62,F,1,1,1
20166067984,2016,IR,40.028664,-82.903759,1,0,0,0,0,1,0,1,Other Non-Collision,N,N,1,2,1,Y,7,Y,Y,Y,1,COLUMBUS,5/26/2016,5,1020,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,34,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166067985,2016,,39.98514,-82.819585,1,0,0,0,0,2,0,2,Sideswipe - passing,N,N,1,2,,N,2,N,N,N,80,COLUMBUS,5/26/2016,5,1230,5,2,1,0,1,1,0,0,0,0,0,0,1,4,1,N,N,COLUMBUS,BRICE,32,M,1,1,1,2,3,4,NT,10,6,1,15,25,1,1,,8,48,,,,,,30,M,1,1,1
20166067993,2016,IR,39.977327,-83.155765,1,0,0,0,0,2,0,2,Rear End,N,N,1,2,1,Y,6,Y,Y,Y,1,COLUMBUS,5/24/2016,5,1747,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,25,M,1,1,1,2,3,4,NT,12,3,1,5,55,11,1,,20,,,,,,,54,M,1,1,1
20166067995,2016,IR,39.936913,-82.875703,3,0,0,6,0,4,0,4,HeadOn,Y,N,1,2,1,Y,6,Y,Y,Y,1,COLUMBUS,5/23/2016,5,2015,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,Y,N,COLUMBUS,,24,F,1,1,1,2,3,4,NT,12,7,1,65,65,1,1,,20,1,,,,,,26,M,1,1,1
20166068766,2016,MR,40.065629,-83.050044,1,0,0,0,0,1,0,2,Parked Vehicle,Y,N,1,,7,N,2,N,N,N,4,COLUMBUS,4/25/2016,4,715,2,9,99,0,4,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,DEVONTRY,,U,1,1,1,2,4,3,NT,1,3,1,,20,10,1,,20,,,,,,,,,,,
20166068769,2016,CR,39.990889,-83.026542,1,0,0,0,0,2,0,2,Left Turn,N,Y,1,,5,N,4,N,N,N,4,COLUMBUS,5/29/2016,5,1600,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,KING,63,F,1,1,1,2,4,3,NT,12,3,1,20,30,1,1,,20,,,,,,,58,F,1,1,1
20166068776,2016,CR,40.027147,-82.956297,1,0,0,0,0,2,0,2,Left Turn,N,Y,3,,4,N,2,N,N,N,2,CLINTON TOWNSHIP,5/28/2016,5,2130,7,1,1,0,5,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,AGLER,55,M,1,1,1,2,4,3,NT,1,6,1,35,35,1,1,,20,,,,,,,38,F,1,1,1
20166068777,2016,CR,40.057783,-82.914277,3,0,0,1,0,1,0,1,Fixed Object,Y,Y,1,,3,Y,6,N,N,N,4,COLUMBUS,5/29/2016,5,1729,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,MORSE,44,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166068778,2016,CR,39.947341,-82.924107,1,0,0,0,0,3,0,2,Angle,N,Y,2,,4,N,4,N,N,N,4,COLUMBUS,5/29/2016,5,1509,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,Y,Y,COLUMBUS,LIVINGSTON,80,M,1,7,1,2,1,2,NT,4,5,1,,35,1,1,,20,,,,,,,17,F,1,1,1
20166068779,2016,US,39.925739,-82.995583,1,0,0,0,0,2,0,2,Left Turn,N,N,1,2,3,N,4,N,N,N,4,COLUMBUS,5/29/2016,5,1455,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,HIGH,49,F,1,1,1,2,2,1,NT,12,3,1,25,45,1,1,,20,,,,,,,21,M,1,1,1
20166068780,2016,SR,39.98233,-82.817598,1,0,0,0,0,3,0,2,Angle,N,Y,2,2,3,N,4,N,N,N,4,COLUMBUS,5/29/2016,5,1714,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,BROAD,54,M,1,1,1,2,3,2,LT,4,3,1,,50,6,1,,20,,,,,,,30,M,1,1,1
20166068781,2016,CR,39.915927,-82.887626,3,0,0,1,1,0,0,2,Angle,N,Y,2,,3,N,4,N,N,N,4,COLUMBUS,5/29/2016,5,1440,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,REFUGEE,30,M,1,1,1,2,2,1,NT,4,3,1,5,15,1,1,,20,,,,,,,30,M,1,1,1
20166068791,2016,SR,40.090738,-82.811075,1,0,0,0,0,1,0,1,Fixed Object,N,N,1,2,2,Y,4,Y,N,N,4,NEW ALBANY,5/27/2016,5,1629,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,NEW ALBANY,,32,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166069263,2016,CR,40.044534,-82.88829,1,0,0,0,0,6,0,2,Sideswipe - passing,N,N,1,,5,N,2,N,N,N,4,GAHANNA,5/29/2016,5,1211,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,N,N,GAHANNA,STYGLER,39,M,1,1,1,1,2,1,NT,12,7,1,,35,11,1,,20,,,,,,,68,M,1,1,1
20166069267,2016,SR,39.855786,-82.900069,3,0,0,1,1,0,0,2,Left Turn,N,Y,2,2,3,Y,4,N,N,N,4,GROVEPORT,5/25/2016,5,1402,4,2,1,0,1,1,0,0,0,0,0,1,0,0,0,N,N,GROVEPORT,,82,F,1,1,1,2,1,2,NT,4,1,1,45,50,1,1,,20,,,,,,,41,M,1,1,1
20166069653,2016,IR,40.11137,-83.003805,1,0,0,0,0,2,0,2,Rear End,N,N,1,2,1,Y,10,Y,Y,Y,1,SHARON TOWNSHIP,5/25/2016,5,1543,4,1,1,0,1,2,0,0,0,0,0,0,1,4,3,Y,N,SHARON TOWNSHIP,,23,F,1,1,1,1,4,3,NT,12,8,1,,65,11,1,,20,,,,,,,52,M,1,1,1
20166069657,2016,IR,39.931726,-82.927013,2,0,0,0,1,3,1,4,Rear End,N,N,1,2,1,Y,6,Y,Y,N,1,COLUMBUS,5/25/2016,5,1532,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,35,F,1,1,1,2,4,3,NT,12,2,1,,65,11,1,,20,,,,,,,36,F,1,1,1
20166069658,2016,IR,40.111628,-83.009515,1,0,0,0,0,4,0,2,Rear End,N,N,1,2,1,Y,10,Y,Y,Y,1,SHARON TOWNSHIP,5/28/2016,5,1130,7,1,1,0,1,2,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,22,F,1,1,1,2,4,3,NT,12,6,1,,65,11,1,,20,,,,,,,0,,1,1,1
20166069662,2016,IR,40.003163,-82.920253,1,0,0,0,0,4,0,2,Sideswipe - passing,N,N,1,2,1,Y,6,Y,Y,Y,1,MIFFLIN TOWNSHIP,5/25/2016,5,1822,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,MIFFLIN TOWNSHIP,,21,F,1,1,1,1,4,3,NT,12,3,1,60,65,1,1,,20,,,,,,,52,F,1,1,1
20166069664,2016,IR,40.07232,-83.134507,3,0,0,1,0,0,0,1,Fixed Object,Y,N,1,2,1,Y,6,Y,Y,N,1,COLUMBUS,5/24/2016,5,241,3,1,1,0,4,1,0,0,0,0,0,0,0,0,0,Y,N,WASHINGTON TOWNSHIP,,19,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166069701,2016,CR,39.932153,-83.049327,1,0,0,0,0,2,0,2,Left Turn,N,N,10,,5,N,2,N,N,N,4,COLUMBUS,5/31/2016,5,1531,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,EAKIN,,M,1,1,1,2,3,2,LT,12,3,1,10,35,6,1,,20,,,,,,,25,M,1,1,1
20166069711,2016,CR,40.061896,-82.863228,1,0,0,0,0,2,0,2,Rear End,N,Y,2,,3,N,2,N,N,N,4,COLUMBUS,5/31/2016,5,1420,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,Y,N,COLUMBUS,HAMILTON,21,F,1,1,1,2,1,2,NT,4,6,1,,45,11,1,,20,,,,,,,85,M,1,1,1
20166070153,2016,IR,39.953332,-82.957176,1,0,0,0,0,3,0,3,Rear End,Y,N,1,2,1,Y,8,Y,Y,N,1,COLUMBUS,4/13/2016,4,1336,4,1,1,8,1,2,0,0,0,1,0,0,0,0,0,N,N,COLUMBUS,,33,M,1,1,1,2,4,3,NT,12,9,13,,55,14,1,,20,,,,,,,50,M,1,1,1
20166123140,2016,MR,40.088068,-82.991864,1,0,0,0,0,5,0,2,Right Turn,N,N,1,,7,N,2,N,N,N,4,COLUMBUS,9/17/2016,9,552,7,1,1,0,4,3,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,BOARDWALK,27,M,1,1,1,2,1,2,NT,12,3,13,10,25,1,1,,20,,,,,,,35,M,1,1,1
20166123264,2016,CR,40.049797,-82.953777,1,0,0,0,0,3,2,2,Rear End,N,Y,2,,3,N,4,N,N,N,4,COLUMBUS,9/16/2016,9,1757,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,CLEVELAND,21,M,1,1,1,2,2,1,NT,4,3,1,,,11,1,,20,,,,,,,47,M,1,1,1
20166123276,2016,MR,40.014193,-83.002306,1,0,0,0,0,3,0,2,Angle,N,Y,2,,7,N,2,N,N,N,4,COLUMBUS,9/15/2016,9,1800,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,TOMPKINS,22,M,1,1,1,2,1,2,NT,1,3,1,35,35,1,1,,20,,,,,,,48,F,1,1,1
20166123285,2016,US,40.064028,-83.019443,1,0,0,0,0,4,0,3,Rear End,N,N,1,2,3,N,4,N,N,N,4,COLUMBUS,9/17/2016,9,1544,7,2,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,Y,COLUMBUS,HIGH,40,M,1,7,1,2,1,2,NT,12,3,1,,35,11,1,,20,20,,,,,,29,M,1,1,1
20166123412,2016,CR,39.966658,-83.095081,1,0,0,0,0,2,0,2,Rear End,N,Y,2,,4,N,4,N,N,N,4,COLUMBUS,9/16/2016,9,1149,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,FISHER,29,M,1,1,1,2,3,4,NT,4,7,1,,,11,1,,20,,,,,,,30,M,1,1,1
20166123413,2016,CR,39.957659,-82.960157,2,0,0,0,1,2,0,2,Rear End,N,Y,1,,3,N,4,N,N,N,4,COLUMBUS,9/10/2016,9,1228,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,Y,COLUMBUS,MAIN,38,M,1,5,1,2,4,3,NT,4,3,1,,35,11,1,,20,,,,,,,62,M,1,1,1
20166123414,2016,US,39.948873,-82.953661,3,0,0,1,0,1,0,2,Pedalcycles,N,Y,2,2,3,N,4,N,N,N,4,COLUMBUS,9/13/2016,9,926,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,LIVINGSTON,62,F,1,1,1,2,3,4,NT,4,3,1,25,35,1,1,,15,,,,,,,28,F,1,1,1
20166123415,2016,IR,39.994769,-82.933519,2,0,0,0,1,2,0,2,Rear End,N,N,1,2,1,Y,6,Y,Y,N,1,COLUMBUS,9/17/2016,9,814,7,1,1,0,1,1,0,0,0,0,0,1,0,0,0,N,N,COLUMBUS,I670,37,M,1,1,1,2,3,4,NT,1,3,1,,65,11,1,,20,,,,,,,67,F,1,1,1
20166123529,2016,CR,39.927137,-83.090462,1,0,0,0,0,3,0,2,Left Turn,N,N,1,,4,N,2,N,N,N,4,COLUMBUS,9/18/2016,9,1444,1,1,1,0,1,2,0,0,0,0,0,1,0,0,0,N,N,COLUMBUS,DEMOREST,46,M,1,1,1,2,2,1,NT,12,3,1,15,35,1,1,,20,,,,,,,67,M,1,1,1
20166123619,2016,CR,39.983316,-83.004776,1,0,0,0,0,4,0,3,Rear End,N,Y,3,,3,N,4,N,N,N,4,COLUMBUS,9/18/2016,9,1610,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,HIGH,51,F,1,1,1,2,1,2,NT,4,3,1,,30,11,1,,20,,,,,,,26,F,1,1,1
20166070376,2016,CR,39.960293,-82.9605,1,0,0,0,0,2,0,2,Left Turn,N,Y,2,,7,N,2,N,N,N,4,COLUMBUS,5/30/2016,5,907,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,MILLER,49,M,1,1,1,2,1,2,NT,2,4,1,,25,11,1,,20,,,,,,,17,M,1,1,1
20166070378,2016,CR,39.963049,-82.981668,1,0,0,0,0,2,0,2,Rear End,N,Y,2,,5,N,4,N,N,N,4,COLUMBUS,5/30/2016,5,1339,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,PARSONS,37,M,1,1,1,2,2,1,NT,4,6,1,,35,11,1,,20,,,,,,,39,F,1,1,1
20166070705,2016,CR,39.962369,-82.98738,1,0,0,0,0,2,0,2,Angle,N,N,1,,5,N,4,N,N,N,4,COLUMBUS,6/2/2016,6,303,5,1,1,0,4,1,0,0,0,0,0,0,0,0,0,N,Y,COLUMBUS,OAK,54,M,1,7,1,2,3,4,NT,12,6,13,10,25,1,1,,20,,,,,,,41,M,1,1,1
20166070715,2016,CR,39.946088,-82.970378,1,0,0,0,0,1,0,4,Sideswipe - passing,N,N,1,,5,N,2,N,N,N,4,COLUMBUS,6/1/2016,6,247,4,1,1,0,4,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,CHAMPION,22,M,1,1,1,2,2,1,NT,1,3,1,,,10,1,,20,,,,,,,,,,,
20166070716,2016,CR,39.938632,-82.9724,1,0,0,0,0,1,0,2,Sideswipe - passing,Y,N,1,,5,N,2,N,N,N,4,COLUMBUS,6/1/2016,6,259,4,1,1,0,4,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,OHIO,,M,1,1,1,2,1,2,NT,1,7,1,,25,10,1,,20,,,,,,,,,,,
20166123620,2016,MR,39.968766,-83.007596,1,0,0,0,0,3,2,2,Backing,N,N,1,,7,N,2,N,N,N,4,COLUMBUS,9/17/2016,9,1952,7,1,1,0,8,2,1,0,0,0,0,0,0,0,0,N,N,COLUMBUS,MCCONNELL,48,M,2,1,1,2,4,3,NT,1,2,1,,,10,1,,20,,,,,,,,,,,
20166123627,2016,CR,39.9514,-83.146531,1,0,0,0,0,4,0,2,Rear End,N,Y,1,,4,N,2,N,N,N,2,PRAIRIE TOWNSHIP,9/18/2016,9,1516,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,WESTWOODS,31,M,1,1,1,2,2,1,NT,12,3,1,,35,11,1,,20,,,,,,,32,M,1,1,1
20166123729,2016,MR,39.933129,-82.987771,1,0,0,0,0,1,0,2,Sideswipe - passing,N,N,1,,7,N,2,N,N,N,4,COLUMBUS,8/17/2016,8,920,4,4,2,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,JENKINS,,U,1,1,1,2,4,3,NT,1,2,1,,25,10,1,,20,,,,,,,,,,,
20166123730,2016,IR,39.954761,-82.844358,2,0,0,0,1,1,0,2,Rear End,N,N,1,2,1,Y,4,Y,Y,N,1,COLUMBUS,9/7/2016,9,550,4,1,1,0,4,1,0,0,0,0,1,0,0,0,0,Y,N,COLUMBUS,,,U,1,1,1,2,2,1,NT,1,3,1,60,65,1,1,,20,8,,,,,,23,F,1,1,1
20166123731,2016,IR,39.909343,-83.101966,1,0,0,0,0,2,0,2,Sideswipe - passing,N,N,1,2,1,Y,6,Y,Y,Y,1,JACKSON TOWNSHIP,9/13/2016,9,1140,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,N,N,FRANKLIN TOWNSHIP,,85,F,1,1,1,2,4,3,NT,12,17,1,,65,11,1,,20,,,,,,,51,M,1,1,1
20166123732,2016,IR,39.977058,-83.148617,1,0,0,0,0,2,0,2,Sideswipe - passing,N,N,1,2,1,Y,6,Y,Y,Y,1,COLUMBUS,9/11/2016,9,1610,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,,U,1,1,1,2,3,4,NT,12,21,19,25,55,1,1,,20,,,,,,,47,M,1,1,1
20166070881,2016,IR,39.917106,-83.014358,1,0,0,0,0,2,0,2,Rear End,N,Y,1,2,1,Y,6,Y,Y,N,1,COLUMBUS,6/1/2016,6,916,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,FRANK,21,M,1,1,1,2,8,3,RT,4,4,15,,45,11,1,,20,,,,,,,57,M,1,1,1
20166070883,2016,US,40.035963,-83.093168,1,0,0,0,0,5,0,3,Rear End,N,Y,3,2,3,N,2,N,N,N,1,PERRY TOWNSHIP,5/31/2016,5,1442,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,Y,N,PERRY TOWNSHIP,,19,F,1,1,1,2,1,2,NT,12,3,1,,45,11,1,,20,20,,,,,,71,F,1,1,1
20166070884,2016,US,40.068233,-83.105112,1,0,0,0,0,5,0,2,Left Turn,N,Y,2,2,3,N,2,N,N,N,1,PERRY TOWNSHIP,6/1/2016,6,2006,4,4,2,0,3,2,0,0,0,0,0,0,0,0,0,Y,N,PERRY TOWNSHIP,,24,F,1,1,1,2,1,2,NT,4,3,1,40,50,1,1,,20,,,,,,,64,M,1,1,1
20166070981,2016,IR,39.817592,-83.176943,4,0,3,0,0,5,0,3,Rear End,N,N,1,2,1,Y,4,Y,Y,Y,1,PLEASANT TOWNSHIP,5/22/2016,5,1555,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,Y,N,PLEASANT TOWNSHIP,,23,M,1,1,1,2,2,1,NT,12,7,1,,70,11,1,,20,20,,,,,,72,M,1,1,1
20166070993,2016,IR,39.816109,-83.180159,4,0,2,3,1,5,1,3,Rear End,N,N,1,2,1,Y,4,Y,Y,Y,1,PLEASANT TOWNSHIP,5/22/2016,5,1555,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,Y,N,PLEASANT TOWNSHIP,,72,M,1,1,1,2,2,1,NT,12,6,1,60,70,1,9,,20,,,,,,,22,M,1,1,1
20166123733,2016,MR,39.946698,-83.057295,1,0,0,0,0,1,0,3,Parked Vehicle,Y,Y,2,,7,N,2,N,N,N,4,COLUMBUS,9/11/2016,9,1854,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,MIDLAND,,F,1,1,1,2,2,1,NT,1,5,1,,25,10,1,,20,,,,,,,,,,,
20166123734,2016,MR,39.946722,-83.066153,1,0,0,0,0,1,0,2,Backing,N,N,1,,7,N,2,N,N,N,4,COLUMBUS,9/7/2016,9,2027,4,1,1,0,3,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,TERRACE,,U,1,1,1,2,1,2,NT,1,2,1,,25,10,1,,20,,,,,,,,,,,
20166123735,2016,CR,40.057427,-82.906774,1,0,0,0,0,1,0,1,Backing,Y,N,1,,3,Y,6,N,N,N,4,COLUMBUS,9/11/2016,9,1416,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,MORSE,,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166123736,2016,MR,40.031573,-83.01467,1,0,0,0,0,3,0,2,Sideswipe - passing,N,N,1,,7,N,2,N,N,N,4,COLUMBUS,9/12/2016,9,1425,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,BROADWAY,,M,1,1,1,2,3,4,NT,12,6,1,,35,11,1,,20,,,,,,,40,M,1,1,1
20166123737,2016,SR,40.058785,-82.937419,3,0,0,1,0,3,0,4,Rear End,N,Y,2,2,4,N,4,N,N,N,4,COLUMBUS,9/11/2016,9,1540,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,MORSE,21,U,1,1,1,2,4,3,NT,4,6,1,,45,11,1,,20,,,,,,,29,M,1,1,1
20166123738,2016,MR,39.945549,-83.060039,1,0,0,0,0,3,0,2,Backing,N,Y,10,,7,N,2,N,N,N,4,COLUMBUS,9/12/2016,9,1418,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,Y,N,COLUMBUS,HIGHLAND,24,M,1,1,1,2,2,1,NT,2,5,1,15,25,1,1,,20,,,,,,,70,F,1,1,1
20166123739,2016,CR,40.031294,-82.96404,1,0,0,0,0,3,0,2,Rear End,N,Y,2,,4,N,4,N,N,N,4,COLUMBUS,9/12/2016,9,1650,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,OAKLAND PARK,,F,1,1,1,2,3,4,NT,4,3,1,,35,11,1,,20,,,,,,,22,M,1,1,1
20166123741,2016,CR,39.919871,-82.965599,1,0,0,0,0,2,0,1,Fixed Object,Y,Y,11,,4,N,2,N,N,N,4,COLUMBUS,9/18/2016,9,133,1,1,1,0,5,1,0,0,0,0,0,0,0,0,0,Y,Y,COLUMBUS,LOCKBOURNE,18,F,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
20166123742,2016,MR,40.09597,-82.952946,1,0,0,0,0,1,0,2,Parked Vehicle,Y,N,1,,7,N,4,N,N,N,4,COLUMBUS,9/18/2016,9,2247,1,2,2,0,5,1,1,0,0,0,1,0,0,0,0,N,N,COLUMBUS,DEEWOOD,30,M,2,1,1,2,4,3,NT,1,8,1,,25,10,1,,20,,,,,,,,,,,
20166123796,2016,US,39.899577,-82.89532,1,0,0,0,0,2,0,2,Sideswipe - passing,N,N,1,2,2,Y,4,Y,N,N,4,COLUMBUS,9/16/2016,9,1530,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,MADISON TOWNSHIP,,0,U,1,1,1,2,6,7,NT,12,4,1,55,55,1,99,,20,,,,,,,44,M,1,1,1
20166124141,2016,MR,40.086151,-82.888407,1,0,0,0,0,1,0,2,Sideswipe - passing,N,N,1,,7,N,4,N,N,N,4,COLUMBUS,9/19/2016,9,500,2,9,1,0,6,4,0,0,0,0,1,0,0,0,0,N,N,COLUMBUS,BLUE JACKET,,U,1,1,1,2,3,4,NT,1,2,1,,25,10,1,,20,,,,,,,,,,,
20166124145,2016,CR,40.07885,-82.862026,2,0,0,0,1,1,0,2,Rear End,N,N,1,2,3,N,2,N,N,N,4,COLUMBUS,9/18/2016,9,1535,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,HAMILTON,22,M,1,1,1,2,1,2,NT,1,3,1,30,35,1,1,,20,,,,,,,52,M,1,1,1
20166071245,2016,CR,39.928865,-82.971651,1,0,0,0,0,1,0,2,Sideswipe - passing,N,N,1,,5,N,4,N,N,N,4,COLUMBUS,6/2/2016,6,0,5,1,1,0,4,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,CHAMPION,,U,1,1,1,2,2,1,NT,1,3,1,,35,10,1,,20,,,,,,,,,,,
20166071247,2016,MR,40.002278,-82.946086,1,0,0,0,0,1,0,2,Parked Vehicle,Y,N,1,,7,N,2,N,N,N,4,COLUMBUS,5/31/2016,5,1639,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,ARGYLE,,U,0,0,0,1,9,9,NT,1,99,1,,,1,17,,21,,,,,,,,,1,1,1
